lead_id,lead_date,patient_id,lead_source,campaign,clinic,lead_status,first_response_minutes,appointment_booked,appointment_date
L06159,2025-12-21,,Google Ads,General Dentistry,Clinic D,Not Contacted/Cold,55,No,
L06160,2025-07-27,P06160,Google Ads,Invisalign,Clinic B,Appointment Booked,22,Yes,2025-03-08
L06161,2025-07-22,,Referral,Dental Implant,Clinic D,Contacted - No Appointment,43,No,
L06162,2025-11-21,,Facebook,General Dentistry,Clinic C,Contacted - No Appointment,40,No,
L06163,2025-09-13,P06163,Google Ads,Dental Implant,Clinic B,Appointment Booked,41,Yes,
L06164,2025-07-08,,Referral,General Dentistry,Clinic C,Contacted - No Appointment,36,No,
L06165,2025-09-14,P06165,Google Organic,Invisalign,Clinic D,Appointment Booked,59,Yes,
L06166,2025-01-24,,Google Ads,General Dentistry,Clinic D,Contacted - No Appointment,22,No,
L06167,2025-10-04,,Facebook,Dental Crown,Clinic A,Contacted - No Appointment,22,No,
L06168,2025-12-11,P06168,Referral,Dental Crown,Clinic B,Appointment Booked,23,Yes,
L06169,2025-08-29,,Facebook,Root Canal,Clinic B,Contacted - No Appointment,4,No,
L06170,2025-07-08,,Instagram,Dental Implant,Clinic A,Contacted - No Appointment,12,No,
L06171,2025-09-05,,Facebook,General Dentistry,Clinic C,Contacted - No Appointment,37,No,
L06172,2025-09-06,,Facebook,Dental Implant,Clinic D,Contacted - No Appointment,16,No,
L06173,2025-09-08,P06173,Instagram,Root Canal,Clinic B,Appointment Booked,37,Yes,
L06174,2025-08-06,,Facebook,Dental Crown,Clinic C,Contacted - No Appointment,17,No,
L06175,2025-07-07,,Google Ads,Root Canal,Clinic C,Not Contacted/Cold,50,No,
L06176,2025-02-12,,Google Organic,Invisalign,Clinic B,Contacted - No Appointment,44,No,
L06177,2025-02-23,P06177,Google Ads,Dental Implant,Clinic A,Appointment Booked,9,Yes,2025-01-03
L06178,2025-03-09,P06178,Facebook,Dental Implant,Clinic C,Appointment Booked,5,Yes,
L06179,2025-12-03,,Instagram,General Dentistry,Clinic D,Contacted - No Appointment,6,No,
L06180,2025-05-13,P06180,Google Organic,Dental Implant,Clinic C,Appointment Booked,5,Yes,
L06181,2025-09-23,,Facebook,General Dentistry,Clinic A,Contacted - No Appointment,25,No,
L06182,2025-12-07,P06182,Google Organic,Invisalign,Clinic A,Appointment Booked,24,Yes,
L06183,2025-11-05,,Google Ads,Dental Implant,Clinic A,Contacted - No Appointment,24,No,
L06184,2025-06-24,P06184,Instagram,Dental Crown,Clinic C,Appointment Booked,21,Yes,
L06185,2025-04-29,,Google Organic,Dental Implant,Clinic D,Contacted - No Appointment,27,No,
L06186,2025-12-29,P06186,Referral,Dental Crown,Clinic A,Appointment Booked,8,Yes,2026-10-01
L06187,2025-06-14,P06187,Instagram,General Dentistry,Clinic D,Appointment Booked,54,Yes,
L06188,2025-04-25,,Facebook,Dental Implant,Clinic C,Contacted - No Appointment,29,No,
L06189,2025-07-18,P06189,Google Ads,Teeth Whitening,Clinic C,Appointment Booked,7,Yes,
L06190,2025-11-08,P06190,Facebook,Root Canal,Clinic D,Appointment Booked,11,Yes,
L06191,2025-01-24,P06191,Facebook,Dental Implant,Clinic A,Appointment Booked,25,Yes,
L06192,2025-11-04,P06192,Google Ads,Dental Implant,Clinic D,Appointment Booked,47,Yes,
L06193,2025-10-08,,Referral,General Dentistry,Clinic A,Contacted - No Appointment,11,No,
L06194,2025-01-28,P06194,Referral,Dental Implant,Clinic B,Appointment Booked,9,Yes,2025-01-02
L06195,2025-07-30,,Google Ads,General Dentistry,Clinic D,Contacted - No Appointment,35,No,
L06196,2025-12-01,,Instagram,Root Canal,Clinic D,Contacted - No Appointment,36,No,
L06197,2025-06-11,P06197,Google Organic,Dental Implant,Clinic B,Appointment Booked,16,Yes,
L06198,2025-09-28,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,9,No,
L06199,2025-11-14,P06199,Facebook,Teeth Whitening,Clinic C,Appointment Booked,13,Yes,
L06200,2025-10-28,,Facebook,Teeth Whitening,Clinic D,Not Contacted/Cold,59,No,
L06201,2025-09-22,P06201,Google Ads,Root Canal,Clinic A,Appointment Booked,66,Yes,
L06202,2025-12-14,,Instagram,General Dentistry,Clinic D,Contacted - No Appointment,34,No,
L06203,2025-03-22,,Referral,Dental Implant,Clinic B,Contacted - No Appointment,28,No,
L06204,2025-12-24,,Facebook,General Dentistry,Clinic B,Contacted - No Appointment,16,No,
L06205,2025-04-16,,Instagram,General Dentistry,Clinic B,Contacted - No Appointment,39,No,
L06206,2025-03-18,,Facebook,Teeth Whitening,Clinic B,Contacted - No Appointment,10,No,
L06207,2025-03-30,P06207,Referral,Teeth Whitening,Clinic D,Appointment Booked,14,Yes,2025-07-04
L06208,2025-07-17,,Referral,Root Canal,Clinic C,Contacted - No Appointment,13,No,
L06209,2025-05-24,,Google Ads,Dental Crown,Clinic D,Contacted - No Appointment,13,No,
L06210,2025-02-14,P06210,Referral,Dental Crown,Clinic A,Appointment Booked,6,Yes,
L06211,2025-07-28,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,3,No,
L06212,2025-10-05,,Google Ads,Dental Crown,Clinic D,Contacted - No Appointment,17,No,
L06213,2025-02-27,,Instagram,Invisalign,Clinic C,Not Contacted/Cold,47,No,
L06214,2025-02-05,,Facebook,Root Canal,Clinic C,Contacted - No Appointment,38,No,
L06215,2025-09-28,P06215,Facebook,Invisalign,Clinic C,Appointment Booked,24,Yes,2025-09-10
L06216,2025-03-28,,Instagram,Dental Implant,Clinic D,Contacted - No Appointment,18,No,
L06217,2025-11-17,P06217,Google Ads,Invisalign,Clinic D,Appointment Booked,61,Yes,
L06218,2025-11-01,,Google Ads,General Dentistry,Clinic A,Contacted - No Appointment,26,No,
L06219,2025-10-06,P06219,Facebook,Root Canal,Clinic D,Appointment Booked,12,Yes,
L06220,2025-04-29,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,19,No,
L06221,2025-02-04,,Google Ads,Dental Implant,Clinic A,Contacted - No Appointment,44,No,
L06222,2025-12-05,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,3,No,
L06223,2025-12-19,P06223,Google Organic,Dental Implant,Clinic B,Appointment Booked,40,Yes,
L06224,2025-07-24,,Referral,Dental Implant,Clinic D,Contacted - No Appointment,18,No,
L06225,2025-06-13,,Google Ads,Dental Crown,Clinic B,Contacted - No Appointment,16,No,
L06226,2025-04-25,,Google Ads,Dental Crown,Clinic A,Contacted - No Appointment,10,No,
L06227,2025-01-04,,Instagram,Invisalign,Clinic B,Contacted - No Appointment,24,No,
L06228,2025-07-09,P06228,Referral,Root Canal,Clinic A,Appointment Booked,25,Yes,
L06229,2025-10-17,,Google Ads,General Dentistry,Clinic D,Contacted - No Appointment,19,No,
L06230,2025-11-06,,Referral,Dental Implant,Clinic B,Contacted - No Appointment,11,No,
L06231,2025-06-09,P06231,Facebook,Dental Implant,Clinic B,Appointment Booked,28,Yes,
L06232,2025-01-07,,Referral,Dental Crown,Clinic A,Not Contacted/Cold,48,No,
L06233,2025-05-01,,Google Ads,Dental Implant,Clinic B,Not Contacted/Cold,46,No,
L06234,2025-04-09,P06234,Referral,General Dentistry,Clinic D,Appointment Booked,12,Yes,
L06235,2025-01-21,,Facebook,Dental Crown,Clinic A,Contacted - No Appointment,11,No,
L06236,2025-02-14,P06236,Referral,Root Canal,Clinic C,Appointment Booked,21,Yes,
L06237,2025-07-11,,Facebook,Root Canal,Clinic D,Contacted - No Appointment,7,No,
L06238,2025-06-19,,Facebook,Dental Crown,Clinic C,Contacted - No Appointment,26,No,
L06239,2025-06-22,P06239,Google Organic,Dental Implant,Clinic D,Appointment Booked,12,Yes,2025-06-07
L06240,2025-10-11,,Google Organic,General Dentistry,Clinic A,Contacted - No Appointment,10,No,
L06241,2025-02-13,,Instagram,Dental Crown,Clinic A,Contacted - No Appointment,38,No,
L06242,2025-11-10,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,8,No,
L06243,2025-02-20,,Google Organic,Dental Crown,Clinic C,Contacted - No Appointment,29,No,
L06244,2025-02-03,P06244,Referral,Dental Implant,Clinic C,Appointment Booked,3,Yes,2025-09-02
L06245,2025-05-09,,Google Ads,Dental Implant,Clinic C,Not Contacted/Cold,52,No,
L06246,2025-01-23,,Instagram,Dental Crown,Clinic B,Contacted - No Appointment,19,No,
L06247,2025-01-12,P06247,Referral,Dental Crown,Clinic A,Appointment Booked,5,Yes,
L06248,2025-04-21,P06248,Instagram,Dental Crown,Clinic D,Appointment Booked,18,Yes,2025-01-05
L06249,2025-09-15,P06249,Google Organic,Invisalign,Clinic C,Appointment Booked,57,Yes,
L06250,2025-02-15,P06250,Referral,Dental Crown,Clinic B,Appointment Booked,7,Yes,
L06251,2025-09-29,P06251,Google Organic,Dental Implant,Clinic D,Appointment Booked,29,Yes,
L06252,2025-04-02,P06252,Google Organic,Dental Crown,Clinic B,Appointment Booked,22,Yes,
L06253,2025-09-22,P06253,Referral,Dental Crown,Clinic B,Appointment Booked,12,Yes,
L06254,2025-06-18,P06254,Referral,Dental Crown,Clinic D,Appointment Booked,19,Yes,
L06255,2025-12-12,P06255,Google Organic,General Dentistry,Clinic D,Appointment Booked,19,Yes,
L06256,2025-05-08,P06256,Google Ads,General Dentistry,Clinic C,Appointment Booked,3,Yes,
L06257,2025-03-07,,Google Ads,General Dentistry,Clinic A,Contacted - No Appointment,9,No,
L06258,2025-10-10,,Instagram,General Dentistry,Clinic A,Contacted - No Appointment,13,No,
L06259,2025-12-21,,Google Organic,Teeth Whitening,Clinic C,Not Contacted/Cold,46,No,
L06260,2025-10-27,,Facebook,General Dentistry,Clinic B,Not Contacted/Cold,69,No,
L06261,2025-07-17,P06261,Google Ads,General Dentistry,Clinic D,Appointment Booked,5,Yes,
L06262,2025-04-17,,Facebook,Teeth Whitening,Clinic D,Contacted - No Appointment,32,No,
L06263,2025-05-28,,Google Organic,Dental Implant,Clinic D,Contacted - No Appointment,5,No,
L06264,2025-03-14,,Referral,Dental Implant,Clinic B,Not Contacted/Cold,60,No,
L06265,2025-03-20,P06265,Referral,General Dentistry,Clinic D,Appointment Booked,24,Yes,2025-01-04
L06266,2025-10-06,,Facebook,Root Canal,Clinic B,Contacted - No Appointment,16,No,
L06267,2025-12-17,,Facebook,Teeth Whitening,Clinic A,Contacted - No Appointment,13,No,
L06268,2025-06-27,,Facebook,Invisalign,Clinic A,Contacted - No Appointment,18,No,
L06269,2025-01-21,,Facebook,Root Canal,Clinic B,Contacted - No Appointment,10,No,
L06270,2025-06-11,,Instagram,Teeth Whitening,Clinic D,Contacted - No Appointment,15,No,
L06271,2025-11-28,P06271,Facebook,General Dentistry,Clinic A,Appointment Booked,7,Yes,2025-02-12
L06272,2025-11-22,,Google Ads,Dental Implant,Clinic A,Contacted - No Appointment,27,No,
L06273,2025-02-11,,Facebook,General Dentistry,Clinic D,Contacted - No Appointment,13,No,
L06274,2025-02-11,,Google Ads,Teeth Whitening,Clinic A,Contacted - No Appointment,20,No,
L06275,2025-11-13,P06275,Google Ads,Invisalign,Clinic D,Appointment Booked,42,Yes,
L06276,2025-03-17,,Facebook,Root Canal,Clinic B,Contacted - No Appointment,29,No,
L06277,2025-09-29,,Google Ads,Dental Implant,Clinic A,Contacted - No Appointment,9,No,
L06278,2025-06-12,,Facebook,Dental Implant,Clinic D,Contacted - No Appointment,27,No,
L06279,2025-09-25,P06279,Google Ads,Root Canal,Clinic A,Appointment Booked,21,Yes,2025-06-10
L06280,2025-12-23,,Instagram,Dental Implant,Clinic C,Contacted - No Appointment,3,No,
L06281,2025-03-11,,Referral,Invisalign,Clinic B,Contacted - No Appointment,28,No,
L06282,2025-11-11,,Facebook,General Dentistry,Clinic A,Contacted - No Appointment,19,No,
L06283,2025-05-03,,Instagram,Dental Crown,Clinic A,Contacted - No Appointment,13,No,
L06284,2025-08-30,P06284,Referral,Dental Crown,Clinic A,Appointment Booked,30,Yes,2025-11-09
L06285,2025-04-10,,Facebook,Invisalign,Clinic A,Contacted - No Appointment,10,No,
L06286,2025-11-07,,Google Ads,General Dentistry,Clinic D,Contacted - No Appointment,28,No,
L06287,2025-07-16,,Google Ads,General Dentistry,Clinic B,Contacted - No Appointment,43,No,
L06288,2025-03-19,P06288,Facebook,Root Canal,Clinic B,Appointment Booked,8,Yes,
L06289,2025-10-28,,Instagram,General Dentistry,Clinic B,Contacted - No Appointment,27,No,
L06290,2025-06-27,P06290,Google Ads,General Dentistry,Clinic D,Appointment Booked,1,Yes,2025-10-07
L06291,2025-11-09,,Referral,Teeth Whitening,Clinic D,Contacted - No Appointment,17,No,
L06292,2025-07-28,P06292,Google Ads,Teeth Whitening,Clinic C,Appointment Booked,22,Yes,2025-10-08
L06293,2025-09-20,P06293,Referral,Dental Implant,Clinic D,Appointment Booked,12,Yes,
L06294,2025-07-13,,Referral,Invisalign,Clinic B,Contacted - No Appointment,18,No,
L06295,2025-10-06,,Referral,Dental Implant,Clinic B,Contacted - No Appointment,12,No,
L06296,2025-06-20,P06296,Google Organic,Dental Implant,Clinic C,Appointment Booked,8,Yes,
L06297,2025-04-19,,Google Ads,Dental Implant,Clinic C,Contacted - No Appointment,33,No,
L06298,2025-12-21,,Google Organic,General Dentistry,Clinic B,Contacted - No Appointment,5,No,
L06299,2025-09-07,P06299,Google Ads,Invisalign,Clinic B,Appointment Booked,24,Yes,2025-11-09
L06300,2025-11-08,,Referral,General Dentistry,Clinic D,Contacted - No Appointment,14,No,
L06301,2025-03-19,P06301,Facebook,Dental Crown,Clinic D,Appointment Booked,18,Yes,
L06302,2025-06-21,,Facebook,Invisalign,Clinic B,Contacted - No Appointment,24,No,
L06303,2025-12-06,,Referral,Root Canal,Clinic C,Contacted - No Appointment,39,No,
L06304,2025-02-01,,Google Ads,Invisalign,Clinic B,Contacted - No Appointment,12,No,
L06305,2025-10-12,,Google Ads,General Dentistry,Clinic A,Contacted - No Appointment,7,No,
L06306,2025-06-16,,Facebook,General Dentistry,Clinic B,Contacted - No Appointment,19,No,
L06307,2025-05-02,P06307,Google Organic,Dental Implant,Clinic B,Appointment Booked,19,Yes,2025-08-05
L06308,2025-03-08,P06308,Instagram,General Dentistry,Clinic A,Appointment Booked,50,Yes,
L06309,2025-08-17,,Instagram,Teeth Whitening,Clinic D,Contacted - No Appointment,7,No,
L06310,2025-01-30,P06310,Referral,Dental Implant,Clinic B,Appointment Booked,29,Yes,2025-10-02
L06311,2025-06-01,,Google Ads,Dental Crown,Clinic C,Contacted - No Appointment,22,No,
L06312,2025-12-02,P06312,Facebook,Dental Crown,Clinic A,Appointment Booked,37,Yes,2025-03-12
L06313,2025-01-12,,Google Organic,Invisalign,Clinic A,Contacted - No Appointment,7,No,
L06314,2025-09-29,,Instagram,Teeth Whitening,Clinic D,Contacted - No Appointment,17,No,
L06315,2025-05-02,,Facebook,Dental Implant,Clinic C,Contacted - No Appointment,41,No,
L06316,2025-01-12,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,2,No,
L06317,2025-06-30,,Google Ads,Dental Implant,Clinic D,Contacted - No Appointment,6,No,
L06318,2025-10-08,P06318,Google Ads,General Dentistry,Clinic B,Appointment Booked,28,Yes,
L06319,2025-02-27,P06319,Facebook,Teeth Whitening,Clinic B,Appointment Booked,5,Yes,2025-09-03
L06320,2025-04-18,P06320,Google Ads,Dental Implant,Clinic D,Appointment Booked,18,Yes,
L06321,2025-05-13,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,9,No,
L06322,2025-11-09,P06322,Google Ads,Dental Implant,Clinic C,Appointment Booked,22,Yes,
L06323,2025-06-01,,Google Organic,Teeth Whitening,Clinic D,Not Contacted/Cold,57,No,
L06324,2025-03-29,,Referral,Dental Implant,Clinic D,Contacted - No Appointment,11,No,
L06325,2025-11-04,P06325,Facebook,General Dentistry,Clinic B,Appointment Booked,10,Yes,
L06326,2025-05-01,,Facebook,General Dentistry,Clinic C,Contacted - No Appointment,39,No,
L06327,2025-02-28,,Referral,Dental Crown,Clinic D,Contacted - No Appointment,7,No,
L06328,2025-07-28,,Facebook,Invisalign,Clinic C,Contacted - No Appointment,5,No,
L06329,2025-10-08,P06329,Referral,Root Canal,Clinic A,Appointment Booked,9,Yes,2025-10-10
L06330,2025-03-02,,Google Ads,Root Canal,Clinic B,Contacted - No Appointment,26,No,
L06331,2025-07-19,P06331,Referral,Dental Crown,Clinic A,Appointment Booked,9,Yes,
L06332,2025-05-12,P06332,Facebook,Dental Crown,Clinic A,Appointment Booked,23,Yes,
L06333,2025-09-08,,Google Ads,Dental Crown,Clinic D,Contacted - No Appointment,28,No,
L06334,2025-11-22,,Referral,Root Canal,Clinic A,Contacted - No Appointment,14,No,
L06335,2025-05-19,,Referral,General Dentistry,Clinic A,Contacted - No Appointment,14,No,
L06336,2025-05-06,P06336,Facebook,Dental Implant,Clinic B,Appointment Booked,17,Yes,
L06337,2025-05-15,,Referral,Root Canal,Clinic C,Not Contacted/Cold,59,No,
L06338,2025-12-20,,Google Ads,Teeth Whitening,Clinic C,Contacted - No Appointment,12,No,
L06339,2025-12-29,,Google Organic,Dental Implant,Clinic A,Contacted - No Appointment,18,No,
L06340,2025-10-13,,Google Ads,Teeth Whitening,Clinic A,Not Contacted/Cold,49,No,
L06341,2025-09-21,P06341,Google Ads,Teeth Whitening,Clinic A,Appointment Booked,52,Yes,2025-01-10
L06342,2025-11-14,P06342,Google Organic,Dental Crown,Clinic B,Appointment Booked,11,Yes,
L06343,2025-09-05,P06343,Facebook,Dental Implant,Clinic B,Appointment Booked,7,Yes,
L06344,2025-04-03,P06344,Google Ads,Invisalign,Clinic D,Appointment Booked,33,Yes,2025-09-04
L06345,2025-05-06,P06345,Facebook,Invisalign,Clinic B,Appointment Booked,17,Yes,
L06346,2025-12-01,,Google Ads,Invisalign,Clinic A,Not Contacted/Cold,48,No,
L06347,2025-07-17,P06347,Google Organic,General Dentistry,Clinic C,Appointment Booked,5,Yes,
L06348,2025-05-15,,Google Ads,Dental Crown,Clinic B,Contacted - No Appointment,7,No,
L06349,2025-09-11,P06349,Google Organic,Invisalign,Clinic C,Appointment Booked,18,Yes,
L06350,2025-01-29,,Google Ads,General Dentistry,Clinic B,Contacted - No Appointment,20,No,
L06351,2025-02-25,P06351,Facebook,Teeth Whitening,Clinic C,Appointment Booked,10,Yes,2025-10-03
L06352,2025-10-17,P06352,Google Ads,Invisalign,Clinic D,Appointment Booked,21,Yes,
L06353,2025-12-06,,Instagram,Root Canal,Clinic D,Contacted - No Appointment,35,No,
L06354,2025-01-11,P06354,Google Ads,Invisalign,Clinic B,Appointment Booked,19,Yes,
L06355,2025-11-14,,Facebook,General Dentistry,Clinic B,Contacted - No Appointment,34,No,
L06356,2025-07-04,P06356,Facebook,Root Canal,Clinic B,Appointment Booked,14,Yes,2025-12-07
L06357,2025-08-25,,Referral,General Dentistry,Clinic D,Contacted - No Appointment,38,No,
L06358,2025-11-11,,Google Ads,Invisalign,Clinic D,Contacted - No Appointment,25,No,
L06359,2025-02-28,,Google Organic,General Dentistry,Clinic A,Contacted - No Appointment,8,No,
L06360,2025-11-12,P06360,Google Ads,Dental Implant,Clinic A,Appointment Booked,25,Yes,
L06361,2025-11-30,,Google Ads,General Dentistry,Clinic B,Contacted - No Appointment,18,No,
L06362,2025-08-20,,Google Ads,General Dentistry,Clinic A,Contacted - No Appointment,21,No,
L06363,2025-11-11,,Google Ads,Root Canal,Clinic B,Contacted - No Appointment,18,No,
L06364,2025-07-13,,Facebook,Teeth Whitening,Clinic A,Contacted - No Appointment,12,No,
L06365,2025-10-26,,Referral,Teeth Whitening,Clinic C,Not Contacted/Cold,58,No,
L06366,2025-08-11,,Google Ads,General Dentistry,Clinic D,Contacted - No Appointment,23,No,
L06367,2025-04-09,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,19,No,
L06368,2025-04-29,P06368,Facebook,Root Canal,Clinic B,Appointment Booked,6,Yes,2025-02-05
L06369,2025-11-18,,Facebook,General Dentistry,Clinic C,Contacted - No Appointment,27,No,
L06370,2025-10-12,,Facebook,Teeth Whitening,Clinic D,Contacted - No Appointment,3,No,
L06371,2025-09-28,,Referral,Root Canal,Clinic A,Contacted - No Appointment,29,No,
L06372,2025-08-31,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,7,No,
L06373,2025-12-21,,Google Organic,Dental Implant,Clinic B,Contacted - No Appointment,8,No,
L06374,2025-02-12,,Google Ads,Teeth Whitening,Clinic A,Contacted - No Appointment,5,No,
L06375,2025-03-06,,Facebook,Invisalign,Clinic B,Not Contacted/Cold,69,No,
L06376,2025-12-22,P06376,Facebook,Invisalign,Clinic A,Appointment Booked,43,Yes,
L06377,2025-09-03,P06377,Facebook,Root Canal,Clinic C,Appointment Booked,12,Yes,
L06378,2025-10-06,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,20,No,
L06379,2025-09-10,,Google Ads,Root Canal,Clinic B,Contacted - No Appointment,26,No,
L06380,2025-01-12,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,8,No,
L06381,2025-12-05,,Google Organic,Invisalign,Clinic D,Contacted - No Appointment,1,No,
L06382,2025-02-23,,Google Ads,Dental Implant,Clinic B,Contacted - No Appointment,12,No,
L06383,2025-02-22,,Google Organic,Teeth Whitening,Clinic C,Contacted - No Appointment,6,No,
L06384,2025-09-27,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,11,No,
L06385,2025-05-04,,Referral,Root Canal,Clinic B,Contacted - No Appointment,20,No,
L06386,2025-07-02,,Facebook,Dental Crown,Clinic A,Contacted - No Appointment,3,No,
L06387,2025-10-20,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,16,No,
L06388,2025-01-14,P06388,Referral,Teeth Whitening,Clinic A,Appointment Booked,16,Yes,
L06389,2025-04-15,P06389,Google Ads,Dental Implant,Clinic A,Appointment Booked,24,Yes,
L06390,2025-10-21,,Instagram,General Dentistry,Clinic C,Contacted - No Appointment,20,No,
L06391,2025-09-29,,Instagram,General Dentistry,Clinic A,Contacted - No Appointment,21,No,
L06392,2025-01-06,P06392,Facebook,Root Canal,Clinic B,Appointment Booked,18,Yes,2025-08-01
L06393,2025-11-23,P06393,Referral,General Dentistry,Clinic B,Appointment Booked,26,Yes,
L06394,2025-03-17,P06394,Google Organic,Root Canal,Clinic B,Appointment Booked,24,Yes,
L06395,2025-11-22,,Google Organic,Root Canal,Clinic C,Contacted - No Appointment,5,No,
L06396,2025-05-07,,Referral,Invisalign,Clinic C,Contacted - No Appointment,33,No,
L06397,2025-11-22,P06397,Facebook,Dental Crown,Clinic C,Appointment Booked,15,Yes,
L06398,2025-05-31,,Google Ads,Invisalign,Clinic C,Contacted - No Appointment,36,No,
L06399,2025-08-12,P06399,Google Organic,Dental Implant,Clinic B,Appointment Booked,21,Yes,
L06400,2025-08-01,,Facebook,Dental Implant,Clinic B,Contacted - No Appointment,36,No,
L06401,2025-02-28,,Google Ads,Invisalign,Clinic B,Contacted - No Appointment,31,No,
L06402,2025-07-10,,Facebook,Root Canal,Clinic B,Contacted - No Appointment,9,No,
L06403,2025-04-27,,Referral,Dental Crown,Clinic D,Contacted - No Appointment,10,No,
L06404,2025-09-23,,Google Ads,Invisalign,Clinic D,Contacted - No Appointment,40,No,
L06405,2025-02-14,P06405,Google Organic,General Dentistry,Clinic A,Appointment Booked,28,Yes,
L06406,2025-02-15,,Facebook,Invisalign,Clinic A,Contacted - No Appointment,41,No,
L06407,2025-02-07,P06407,Google Ads,Root Canal,Clinic A,Appointment Booked,8,Yes,
L06408,2025-09-09,,Google Organic,Dental Implant,Clinic A,Contacted - No Appointment,13,No,
L06409,2025-07-13,,Referral,Invisalign,Clinic A,Contacted - No Appointment,15,No,
L06410,2025-02-19,P06410,Google Ads,Dental Implant,Clinic C,Appointment Booked,25,Yes,2025-03-03
L06411,2025-05-21,P06411,Facebook,Dental Crown,Clinic D,Appointment Booked,11,Yes,
L06412,2025-12-06,,Facebook,Teeth Whitening,Clinic C,Contacted - No Appointment,33,No,
L06413,2025-11-10,P06413,Google Organic,Invisalign,Clinic A,Appointment Booked,22,Yes,
L06414,2025-10-01,,Google Ads,Root Canal,Clinic B,Contacted - No Appointment,22,No,
L06415,2025-12-01,P06415,Google Ads,Dental Implant,Clinic B,Appointment Booked,22,Yes,2025-08-12
L06416,2025-11-17,P06416,Google Organic,General Dentistry,Clinic D,Appointment Booked,15,Yes,
L06417,2025-08-27,,Facebook,Teeth Whitening,Clinic D,Contacted - No Appointment,23,No,
L06418,2025-07-31,P06418,Facebook,Dental Implant,Clinic D,Appointment Booked,27,Yes,
L06419,2025-08-01,,Referral,Root Canal,Clinic B,Contacted - No Appointment,13,No,
L06420,2025-10-07,P06420,Referral,General Dentistry,Clinic C,Appointment Booked,11,Yes,
L06421,2025-11-16,,Referral,Root Canal,Clinic A,Contacted - No Appointment,17,No,
L06422,2025-02-05,P06422,Google Ads,Root Canal,Clinic C,Appointment Booked,17,Yes,2025-07-02
L06423,2025-04-25,P06423,Referral,Root Canal,Clinic A,Appointment Booked,31,Yes,2025-05-05
L06424,2025-12-14,,Google Organic,Dental Crown,Clinic B,Contacted - No Appointment,14,No,
L06425,2025-06-04,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,32,No,
L06426,2025-03-02,P06426,Instagram,General Dentistry,Clinic A,Appointment Booked,37,Yes,
L06427,2025-11-10,P06427,Google Ads,Teeth Whitening,Clinic A,Appointment Booked,17,Yes,
L06428,2025-07-25,,Google Organic,Root Canal,Clinic A,Contacted - No Appointment,21,No,
L06429,2025-12-28,,Google Organic,Root Canal,Clinic A,Contacted - No Appointment,32,No,
L06430,2025-08-02,,Google Organic,Root Canal,Clinic A,Contacted - No Appointment,41,No,
L06431,2025-10-24,,Google Ads,General Dentistry,Clinic A,Contacted - No Appointment,20,No,
L06432,2025-03-08,P06432,Instagram,Teeth Whitening,Clinic A,Appointment Booked,11,Yes,
L06433,2025-07-30,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,32,No,
L06434,2025-01-13,P06434,Referral,Dental Implant,Clinic D,Appointment Booked,18,Yes,
L06435,2025-02-04,P06435,Google Organic,Root Canal,Clinic B,Appointment Booked,10,Yes,2025-12-02
L06436,2025-01-27,,Google Ads,General Dentistry,Clinic A,Contacted - No Appointment,41,No,
L06437,2025-06-21,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,22,No,
L06438,2025-10-04,,Instagram,Invisalign,Clinic D,Contacted - No Appointment,43,No,
L06439,2025-08-15,,Facebook,Dental Implant,Clinic C,Contacted - No Appointment,30,No,
L06440,2025-04-08,,Google Organic,Root Canal,Clinic B,Contacted - No Appointment,18,No,
L06441,2025-02-23,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,35,No,
L06442,2025-03-25,,Instagram,General Dentistry,Clinic C,Contacted - No Appointment,32,No,
L06443,2025-01-12,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,9,No,
L06444,2025-07-26,P06444,Facebook,Teeth Whitening,Clinic C,Appointment Booked,30,Yes,2025-08-08
L06445,2025-05-01,P06445,Referral,Dental Crown,Clinic D,Appointment Booked,55,Yes,2025-07-05
L06446,2025-12-25,,Instagram,Dental Crown,Clinic D,Contacted - No Appointment,18,No,
L06447,2025-07-19,P06447,Google Ads,Root Canal,Clinic C,Appointment Booked,32,Yes,
L06448,2025-11-18,P06448,Referral,Teeth Whitening,Clinic B,Appointment Booked,63,Yes,
L06449,2025-07-13,P06449,Google Ads,Root Canal,Clinic C,Appointment Booked,16,Yes,
L06450,2025-03-23,,Google Organic,Dental Crown,Clinic D,Contacted - No Appointment,23,No,
