date,platform,campaign,clinic,spend,impressions,clicks,leads
2025-05-21,Meta Ads,Dental Crown,Clinic C,6413.92,59050,2518,41
2025-05-21,Meta Ads,Teeth Whitening,Clinic C,3117.7,46474,2911,29
2025-05-21,Meta Ads,General Dentistry,Clinic C,3859.99,61541,3170,39
2025-05-21,Meta Ads,Dental Implant,Clinic D,9971.95,126613,4353,37
2025-05-21,Meta Ads,Invisalign,Clinic D,7072.29,102322,4601,15
2025-05-21,Meta Ads,Root Canal,Clinic D,7544.54,101660,5237,43
2025-05-21,Instagram,Dental Crown,Clinic D,5923.15,64633,2851,36
2025-05-21,Google Ads,Teeth Whitening,Clinic D,3134.24,43817,2189,20
2025-05-21,Meta Ads,General Dentistry,Clinic D,5200.43,75750,2954,53
2025-05-22,Meta Ads,Dental Implant,Clinic A,10482.92,172958,10589,39
2025-05-22,Google Ads,Invisalign,Clinic A,8328.28,75809,4575,21
2025-05-22,Meta Ads,Root Canal,Clinic A,6957.26,117381,7267,37
2025-05-22,Meta Ads,Dental Crown,Clinic A,4577.5,39437,2237,24
2025-05-22,Google Ads,Teeth Whitening,Clinic A,3996.75,37213,2397,29
2025-05-22,Meta Ads,General Dentistry,Clinic A,5175.15,66944,4075,52
2025-05-22,Meta Ads,Dental Implant,Clinic B,7901.55,102170,3119,30
2025-05-22,Meta Ads,Invisalign,Clinic B,7414.4,72681,4107,28
2025-05-22,Google Ads,Root Canal,Clinic B,6412.84,63910,3183,34
2025-05-22,Instagram,Dental Crown,Clinic B,3865.79,37408,1168,23
2025-05-22,Meta Ads,Teeth Whitening,Clinic B,3201.05,29980,1869,30
2025-05-22,Meta Ads,General Dentistry,Clinic B,4393.59,59544,2375,41
2025-05-22,Meta Ads,Dental Implant,Clinic C,8013.76,70474,3440,34
2025-05-22,Google Ads,Invisalign,Clinic C,7864.95,103904,5502,22
2025-05-22,Meta Ads,Root Canal,Clinic C,5032.96,69066,2403,28
2025-05-22,Google Ads,Dental Crown,Clinic C,5264.9,69693,3602,20
2025-05-22,Google Ads,Teeth Whitening,Clinic C,3475.08,55478,2946,26
2025-05-22,Google Ads,General Dentistry,Clinic C,4402.12,61033,1604,45
2025-05-22,Instagram,Dental Implant,Clinic D,7148.1,106030,3891,27
2025-05-22,Google Ads,Invisalign,Clinic D,11101.31,112050,6130,27
2025-05-22,Meta Ads,Root Canal,Clinic D,6523.38,79644,4123,33
2025-05-22,Instagram,Dental Crown,Clinic D,5774.32,54952,1561,27
2025-05-22,Instagram,Teeth Whitening,Clinic D,3502.77,32867,1167,36
2025-05-22,Meta Ads,General Dentistry,Clinic D,5574.16,86277,2881,59
2025-05-23,Google Ads,Dental Implant,Clinic A,7462.45,96455,5685,22
2025-05-23,Meta Ads,Invisalign,Clinic A,8819.37,132329,4261,30
2025-05-23,Meta Ads,Root Canal,Clinic A,8771.3,138523,8693,50
2025-05-23,Meta Ads,Dental Crown,Clinic A,5084.82,55391,2843,31
2025-05-23,Instagram,Teeth Whitening,Clinic A,3165.95,26302,1619,22
2025-05-23,Meta Ads,General Dentistry,Clinic A,5149.97,45711,1935,52
2025-05-23,Google Ads,Dental Implant,Clinic B,9924.6,161422,9983,29
2025-05-23,Meta Ads,Invisalign,Clinic B,7730.91,95983,3458,19
2025-05-23,Meta Ads,Root Canal,Clinic B,6886.28,64971,2731,35
2025-05-23,Google Ads,Dental Crown,Clinic B,4784.82,64781,2478,17
2025-05-23,Meta Ads,Teeth Whitening,Clinic B,3653.17,33737,1091,33
2025-05-23,Meta Ads,General Dentistry,Clinic B,2843.22,34415,1636,31
2025-05-23,Google Ads,Dental Implant,Clinic C,8520.76,103315,5778,34
2025-05-23,Meta Ads,Invisalign,Clinic C,8143.72,142176,5995,23
2025-05-23,Google Ads,Root Canal,Clinic C,6274.04,91743,5957,30
2025-05-23,Google Ads,Dental Crown,Clinic C,5124.03,48674,1613,27
2025-05-23,Google Ads,Teeth Whitening,Clinic C,3248.08,26550,1511,28
2025-05-23,Google Ads,General Dentistry,Clinic C,4214.36,65481,2225,39
2025-05-23,Meta Ads,Dental Implant,Clinic D,8154.84,107752,5960,21
2025-05-23,Google Ads,Invisalign,Clinic D,10938.14,117611,3975,28
2025-05-23,Meta Ads,Root Canal,Clinic D,4819.49,65825,3757,32
2025-05-23,Google Ads,Dental Crown,Clinic D,5583.85,59693,3584,35
2025-05-23,Google Ads,Teeth Whitening,Clinic D,3376.84,54377,1695,33
2025-05-23,Meta Ads,General Dentistry,Clinic D,4358.24,63608,3644,48
2025-05-24,Meta Ads,Dental Implant,Clinic A,11349.45,104465,2910,39
2025-05-24,Meta Ads,Invisalign,Clinic A,8069.06,121447,6235,23
2025-05-24,Meta Ads,Root Canal,Clinic A,7035.83,96842,6210,35
2025-05-24,Google Ads,Dental Crown,Clinic A,4469.64,74158,4280,23
2025-05-24,Meta Ads,Teeth Whitening,Clinic A,3061.51,36920,1963,29
2025-05-24,Google Ads,General Dentistry,Clinic A,3702.79,49748,1949,41
2025-05-24,Instagram,Dental Implant,Clinic B,6173.4,52906,1630,18
2025-05-24,Meta Ads,Invisalign,Clinic B,8207.71,114645,5987,23
2025-05-24,Meta Ads,Root Canal,Clinic B,6159.54,86431,5478,34
2025-05-24,Google Ads,Dental Crown,Clinic B,5819.27,73899,2345,29
2025-05-24,Meta Ads,Teeth Whitening,Clinic B,1669.86,19065,516,18
2025-05-24,Meta Ads,General Dentistry,Clinic B,6599.18,52954,1498,68
2025-05-24,Google Ads,Dental Implant,Clinic C,11193.07,117062,6711,36
2025-05-24,Google Ads,Invisalign,Clinic C,8782.15,141960,7741,26
2025-05-24,Google Ads,Root Canal,Clinic C,5269.67,67166,2630,25
2025-05-24,Meta Ads,Dental Crown,Clinic C,3321.12,52055,1332,25
2025-05-24,Meta Ads,Teeth Whitening,Clinic C,3495.67,58774,2452,31
2025-05-24,Meta Ads,General Dentistry,Clinic C,5379.33,96786,5897,52
2025-05-24,Google Ads,Dental Implant,Clinic D,9224.76,162503,6703,26
2025-05-24,Google Ads,Invisalign,Clinic D,7453.24,79195,3575,22
2025-05-24,Meta Ads,Root Canal,Clinic D,5173.63,64005,2686,24
2025-05-24,Meta Ads,Dental Crown,Clinic D,5813.06,60749,2161,29
2025-05-24,Meta Ads,Teeth Whitening,Clinic D,4691.67,40938,1849,43
2025-05-24,Meta Ads,General Dentistry,Clinic D,3625.37,33856,1642,35
2025-05-25,Google Ads,Dental Implant,Clinic A,8121.26,113154,4029,19
2025-05-25,Google Ads,Invisalign,Clinic A,6889.28,110487,6043,18
2025-05-25,Meta Ads,Root Canal,Clinic A,6568.57,74241,2890,29
2025-05-25,Google Ads,Dental Crown,Clinic A,5972.94,67500,3197,32
2025-05-25,Meta Ads,Teeth Whitening,Clinic A,2710.38,31956,1769,24
2025-05-25,Meta Ads,General Dentistry,Clinic A,4910.94,49458,1733,40
2025-05-25,Google Ads,Dental Implant,Clinic B,11759.42,197462,9238,37
2025-05-25,Meta Ads,Invisalign,Clinic B,6802.42,81336,3851,16
2025-05-25,Google Ads,Root Canal,Clinic B,6780.95,67762,2922,32
2025-05-25,Instagram,Dental Crown,Clinic B,4704.22,55136,1561,24
2025-05-25,Google Ads,Teeth Whitening,Clinic B,4807.07,57989,2136,45
2025-05-25,Meta Ads,General Dentistry,Clinic B,4339.45,47449,2548,46
2025-05-25,Meta Ads,Dental Implant,Clinic C,9933.43,106286,4126,31
2025-05-25,Meta Ads,Invisalign,Clinic C,9456.57,133512,5948,27
2025-05-25,Google Ads,Root Canal,Clinic C,6426.34,88206,3976,35
2025-05-25,Meta Ads,Dental Crown,Clinic C,3789.43,50022,2903,26
2025-05-25,Meta Ads,Teeth Whitening,Clinic C,4377.88,54381,1823,39
2025-05-25,Meta Ads,General Dentistry,Clinic C,4381.78,44434,1407,43
2025-05-25,Meta Ads,Dental Implant,Clinic D,10202.25,176940,5684,39
2025-05-25,Google Ads,Invisalign,Clinic D,8364.24,113552,6199,26
2025-05-25,Google Ads,Root Canal,Clinic D,4792.84,53055,3186,32
2025-05-25,Google Ads,Dental Crown,Clinic D,5489.2,50864,3178,28
2025-05-25,Google Ads,Teeth Whitening,Clinic D,3489.27,40348,1973,29
2025-05-25,Meta Ads,General Dentistry,Clinic D,3309.73,34661,1004,32
2025-05-26,Google Ads,Dental Implant,Clinic A,8616.09,123168,7913,31
2025-05-26,Google Ads,Invisalign,Clinic A,9049.31,146511,4466,29
2025-05-26,Meta Ads,Root Canal,Clinic A,8031.95,121493,5812,44
2025-05-26,Google Ads,Dental Crown,Clinic A,4781.87,43642,2615,25
2025-05-26,Meta Ads,Teeth Whitening,Clinic A,4116.1,48546,2915,31
2025-05-26,Meta Ads,General Dentistry,Clinic A,4212.25,61396,2139,39
2025-05-26,Meta Ads,Dental Implant,Clinic B,10282.9,89976,4845,29
2025-05-26,Google Ads,Invisalign,Clinic B,6539.53,65027,4076,7
2025-05-26,Google Ads,Root Canal,Clinic B,5411.76,62772,1830,27
2025-05-26,Google Ads,Dental Crown,Clinic B,5214.77,42341,1915,23
2025-05-26,Google Ads,Teeth Whitening,Clinic B,2799.5,40668,2249,19
2025-05-26,Google Ads,General Dentistry,Clinic B,4608.39,55477,1603,47
2025-05-26,Meta Ads,Dental Implant,Clinic C,7388.41,122058,4913,25
2025-05-26,Google Ads,Invisalign,Clinic C,4243.03,61191,1952,14
2025-05-26,Google Ads,Root Canal,Clinic C,5070.22,48493,2527,26
2025-05-26,Google Ads,Dental Crown,Clinic C,5048.36,71084,2689,33
2025-05-26,Google Ads,Teeth Whitening,Clinic C,3810.68,56746,2536,31
2025-05-26,Meta Ads,General Dentistry,Clinic C,4288.41,62231,3826,48
2025-05-26,Google Ads,Dental Implant,Clinic D,8973.17,101552,2892,28
2025-05-26,Google Ads,Invisalign,Clinic D,7369.3,82468,2499,19
2025-05-26,Meta Ads,Root Canal,Clinic D,7689.75,128400,3225,43
2025-05-26,Google Ads,Dental Crown,Clinic D,4082.33,53332,3386,24
2025-05-26,Meta Ads,Teeth Whitening,Clinic D,4409.76,35523,2238,36
2025-05-26,Google Ads,General Dentistry,Clinic D,5157.86,60875,3087,45
2025-05-27,Meta Ads,Dental Implant,Clinic A,6541.95,116541,4837,21
2025-05-27,Google Ads,Invisalign,Clinic A,9174.96,148322,3717,31
2025-05-27,Google Ads,Root Canal,Clinic A,7097.38,81596,3760,36
2025-05-27,Google Ads,Dental Crown,Clinic A,4844.53,81501,4434,27
2025-05-27,Meta Ads,Teeth Whitening,Clinic A,3991.96,61944,3186,38
2025-05-27,Instagram,General Dentistry,Clinic A,5833.44,103215,4117,50
2025-05-27,Meta Ads,Dental Implant,Clinic B,7947.43,90253,2808,17
2025-05-27,Instagram,Invisalign,Clinic B,5509.76,79686,2345,14
2025-05-27,Meta Ads,Root Canal,Clinic B,4943.79,86991,4244,27
2025-05-27,Google Ads,Dental Crown,Clinic B,4539.65,69452,3481,28
2025-05-27,Google Ads,Teeth Whitening,Clinic B,3635.25,53376,1614,29
2025-05-27,Google Ads,General Dentistry,Clinic B,3432.91,37372,1764,35
2025-05-27,Google Ads,Dental Implant,Clinic C,9386.27,87486,3532,35
2025-05-27,Google Ads,Invisalign,Clinic C,6741.54,82137,2487,15
2025-05-27,Google Ads,Root Canal,Clinic C,7521.64,61207,1734,41
2025-05-27,Meta Ads,Dental Crown,Clinic C,4389.19,49908,2976,20
2025-05-27,Google Ads,Teeth Whitening,Clinic C,3411.69,54012,2836,36
2025-05-27,Meta Ads,General Dentistry,Clinic C,4222.76,43374,1302,39
2025-05-27,Meta Ads,Dental Implant,Clinic D,7718.14,121059,4415,27
2025-05-27,Google Ads,Invisalign,Clinic D,7498.09,129852,3869,19
2025-05-27,Meta Ads,Root Canal,Clinic D,3316.25,53975,1772,11
2025-05-27,Google Ads,Dental Crown,Clinic D,6259.76,57079,3406,38
2025-05-27,Meta Ads,Teeth Whitening,Clinic D,3338.9,39533,2539,22
2025-05-27,Meta Ads,General Dentistry,Clinic D,5245.53,85063,4597,49
2025-05-28,Google Ads,Dental Implant,Clinic A,7545.4,76727,3395,19
2025-05-28,Google Ads,Invisalign,Clinic A,8140.85,100618,2628,22
2025-05-28,Instagram,Root Canal,Clinic A,5799.59,97978,4098,31
2025-05-28,Google Ads,Dental Crown,Clinic A,3674.44,50430,3018,18
2025-05-28,Google Ads,Teeth Whitening,Clinic A,2965.68,30507,921,24
2025-05-28,Meta Ads,General Dentistry,Clinic A,4149.08,47518,1912,38
2025-05-28,Google Ads,Dental Implant,Clinic B,10573.07,133085,3475,35
2025-05-28,Google Ads,Invisalign,Clinic B,5730.33,62802,2069,13
2025-05-28,Instagram,Root Canal,Clinic B,9307.13,114068,5666,56
2025-05-28,Google Ads,Dental Crown,Clinic B,4486.42,37222,1767,25
2025-05-28,Meta Ads,Teeth Whitening,Clinic B,2874.73,23090,688,32
2025-05-28,Google Ads,General Dentistry,Clinic B,3483.76,46389,1485,39
2025-05-28,Google Ads,Dental Implant,Clinic C,8337.43,145824,4878,34
2025-05-28,Google Ads,Invisalign,Clinic C,7142.11,102850,6313,17
2025-05-28,Google Ads,Root Canal,Clinic C,5466.34,65975,3731,33
2025-05-28,Meta Ads,Dental Crown,Clinic C,5899.63,65628,2195,33
2025-05-28,Google Ads,Teeth Whitening,Clinic C,3502.28,40809,1235,30
2025-05-28,Meta Ads,General Dentistry,Clinic C,5000.14,75288,2010,46
2025-05-28,Google Ads,Dental Implant,Clinic D,11170.59,159118,4380,36
2025-05-28,Google Ads,Invisalign,Clinic D,6738.0,72503,4249,17
2025-05-28,Meta Ads,Root Canal,Clinic D,8480.29,149950,9309,42
2025-05-28,Google Ads,Dental Crown,Clinic D,3888.26,52641,1506,17
2025-05-28,Instagram,Teeth Whitening,Clinic D,3254.81,34314,1054,30
2025-05-28,Google Ads,General Dentistry,Clinic D,4741.39,66641,1864,50
2025-05-29,Instagram,Dental Implant,Clinic A,9859.69,123643,5706,31
2025-05-29,Meta Ads,Invisalign,Clinic A,9172.46,161283,5861,24
2025-05-29,Google Ads,Root Canal,Clinic A,9394.89,81124,4211,52
2025-05-29,Google Ads,Dental Crown,Clinic A,5612.54,81004,3762,28
2025-05-29,Instagram,Teeth Whitening,Clinic A,4151.11,67567,3505,38
2025-05-29,Meta Ads,General Dentistry,Clinic A,2853.01,28753,1831,30
2025-05-29,Meta Ads,Dental Implant,Clinic B,10687.44,91854,2660,34
2025-05-29,Instagram,Invisalign,Clinic B,9539.16,155764,4225,30
2025-05-29,Meta Ads,Root Canal,Clinic B,7780.61,92409,5147,38
2025-05-29,Instagram,Dental Crown,Clinic B,4643.75,62106,3261,17
2025-05-29,Meta Ads,Teeth Whitening,Clinic B,3214.38,36510,1279,30
2025-05-29,Google Ads,General Dentistry,Clinic B,4043.03,56552,3286,41
2025-05-29,Google Ads,Dental Implant,Clinic C,7112.52,108139,6634,23
2025-05-29,Meta Ads,Invisalign,Clinic C,7505.8,73046,3548,18
2025-05-29,Meta Ads,Root Canal,Clinic C,6503.23,93469,2735,36
2025-05-29,Google Ads,Dental Crown,Clinic C,5506.4,80003,3395,30
2025-05-29,Meta Ads,Teeth Whitening,Clinic C,2952.78,27249,1434,22
2025-05-29,Instagram,General Dentistry,Clinic C,4793.14,52644,2594,46
2025-05-29,Google Ads,Dental Implant,Clinic D,7999.16,76894,4793,24
2025-05-29,Google Ads,Invisalign,Clinic D,7296.93,107478,5775,19
2025-05-29,Instagram,Root Canal,Clinic D,5662.83,57995,1541,38
2025-05-29,Instagram,Dental Crown,Clinic D,5560.88,62395,2452,33
2025-05-29,Meta Ads,Teeth Whitening,Clinic D,4173.26,56534,2246,43
2025-05-29,Meta Ads,General Dentistry,Clinic D,5584.71,55312,2689,52
2025-05-30,Google Ads,Dental Implant,Clinic A,9119.02,129856,3678,35
2025-05-30,Meta Ads,Invisalign,Clinic A,8685.09,132114,5514,26
2025-05-30,Google Ads,Root Canal,Clinic A,7831.32,63104,3879,33
2025-05-30,Google Ads,Dental Crown,Clinic A,5149.01,75288,4169,34
2025-05-30,Google Ads,Teeth Whitening,Clinic A,4402.94,69166,2880,42
2025-05-30,Meta Ads,General Dentistry,Clinic A,3921.28,35798,1619,37
2025-05-30,Google Ads,Dental Implant,Clinic B,8095.73,98107,4625,21
2025-05-30,Google Ads,Invisalign,Clinic B,7659.46,108410,4038,24
2025-05-30,Meta Ads,Root Canal,Clinic B,4214.15,74329,4430,20
2025-05-30,Google Ads,Dental Crown,Clinic B,5931.04,49497,3140,36
2025-05-30,Google Ads,Teeth Whitening,Clinic B,3663.95,48075,2713,36
2025-05-30,Meta Ads,General Dentistry,Clinic B,5018.07,63788,2680,51
2025-05-30,Instagram,Dental Implant,Clinic C,10155.81,150669,7102,34
2025-05-30,Google Ads,Invisalign,Clinic C,8200.12,73885,4588,25
2025-05-30,Meta Ads,Root Canal,Clinic C,5971.29,105561,4482,29
2025-05-30,Google Ads,Dental Crown,Clinic C,6714.26,78222,3272,36
2025-05-30,Meta Ads,Teeth Whitening,Clinic C,4632.41,81633,5183,40
2025-05-30,Google Ads,General Dentistry,Clinic C,3876.36,62766,1769,35
2025-05-30,Google Ads,Dental Implant,Clinic D,9977.43,102847,2795,34
2025-05-30,Instagram,Invisalign,Clinic D,9008.29,147397,5158,17
2025-05-30,Meta Ads,Root Canal,Clinic D,8128.08,66794,2245,40
2025-05-30,Meta Ads,Dental Crown,Clinic D,4471.98,48892,1557,23
2025-05-30,Google Ads,Teeth Whitening,Clinic D,3055.97,40336,2387,31
2025-05-30,Instagram,General Dentistry,Clinic D,4707.31,44035,1136,45
2025-05-31,Google Ads,Dental Implant,Clinic A,5927.89,54458,2394,24
2025-05-31,Meta Ads,Invisalign,Clinic A,8916.24,112876,4286,29
2025-05-31,Google Ads,Root Canal,Clinic A,5885.3,59630,3242,33
2025-05-31,Google Ads,Dental Crown,Clinic A,4600.1,57114,1788,19
2025-05-31,Google Ads,Teeth Whitening,Clinic A,2129.25,23099,827,17
2025-05-31,Meta Ads,General Dentistry,Clinic A,4310.08,64385,2364,34
2025-05-31,Meta Ads,Dental Implant,Clinic B,11163.01,142955,6669,35
2025-05-31,Google Ads,Invisalign,Clinic B,7769.35,93270,2700,21
2025-05-31,Google Ads,Root Canal,Clinic B,8224.51,76277,4511,48
2025-05-31,Meta Ads,Dental Crown,Clinic B,4963.58,79494,4412,18
2025-05-31,Google Ads,Teeth Whitening,Clinic B,4209.45,48977,2575,33
2025-05-31,Google Ads,General Dentistry,Clinic B,5384.25,91780,3969,56
2025-05-31,Meta Ads,Dental Implant,Clinic C,7751.68,75432,4434,23
2025-05-31,Meta Ads,Invisalign,Clinic C,9398.25,85881,4188,25
2025-05-31,Meta Ads,Root Canal,Clinic C,5965.95,87774,3260,32
2025-05-31,Google Ads,Dental Crown,Clinic C,5252.76,69878,4474,30
2025-05-31,Google Ads,Teeth Whitening,Clinic C,4233.62,57288,2769,38
2025-05-31,Google Ads,General Dentistry,Clinic C,5289.41,46566,2545,49
2025-05-31,Meta Ads,Dental Implant,Clinic D,7482.01,99720,3792,26
2025-05-31,Meta Ads,Invisalign,Clinic D,6317.8,65838,3501,19
2025-05-31,Meta Ads,Root Canal,Clinic D,6234.31,79000,2368,24
2025-05-31,Meta Ads,Dental Crown,Clinic D,4740.42,41325,2048,19
2025-05-31,Meta Ads,Teeth Whitening,Clinic D,4724.96,69613,2287,48
2025-05-31,Google Ads,General Dentistry,Clinic D,4608.58,61968,2037,46
2025-06-01,Meta Ads,Dental Implant,Clinic A,9771.24,119577,3264,31
2025-06-01,Meta Ads,Invisalign,Clinic A,5323.68,66702,4032,17
2025-06-01,Google Ads,Root Canal,Clinic A,6713.38,95443,5707,34
2025-06-01,Google Ads,Dental Crown,Clinic A,4496.08,74035,2417,25
2025-06-01,Google Ads,Teeth Whitening,Clinic A,4560.87,46054,1581,41
2025-06-01,Google Ads,General Dentistry,Clinic A,4983.06,53311,1876,52
2025-06-01,Instagram,Dental Implant,Clinic B,6849.28,64409,1780,25
2025-06-01,Google Ads,Invisalign,Clinic B,6808.32,120168,4562,25
2025-06-01,Google Ads,Root Canal,Clinic B,6444.93,111977,6831,28
2025-06-01,Google Ads,Dental Crown,Clinic B,5731.35,55324,2042,35
2025-06-01,Google Ads,Teeth Whitening,Clinic B,3433.5,44086,1159,28
2025-06-01,Instagram,General Dentistry,Clinic B,5701.24,81808,4071,56
2025-06-01,Google Ads,Dental Implant,Clinic C,8448.33,147973,3932,30
2025-06-01,Google Ads,Invisalign,Clinic C,9033.3,137040,6943,31
2025-06-01,Meta Ads,Root Canal,Clinic C,5360.11,53198,2738,28
2025-06-01,Google Ads,Dental Crown,Clinic C,5276.15,58371,3522,30
2025-06-01,Instagram,Teeth Whitening,Clinic C,3187.27,46402,1997,32
2025-06-01,Meta Ads,General Dentistry,Clinic C,2983.95,38121,1133,31
2025-06-01,Meta Ads,Dental Implant,Clinic D,5841.32,85491,3885,20
2025-06-01,Google Ads,Invisalign,Clinic D,8883.22,77220,4784,25
2025-06-01,Google Ads,Root Canal,Clinic D,5881.82,70859,2619,35
2025-06-01,Google Ads,Dental Crown,Clinic D,8012.3,125117,3604,45
2025-06-01,Meta Ads,Teeth Whitening,Clinic D,2805.47,26821,1182,25
2025-06-01,Meta Ads,General Dentistry,Clinic D,3049.35,24806,627,26
2025-06-02,Google Ads,Dental Implant,Clinic A,10832.5,105878,4295,35
2025-06-02,Google Ads,Invisalign,Clinic A,4316.55,77616,2580,15
2025-06-02,Google Ads,Root Canal,Clinic A,7682.79,105580,6659,44
2025-06-02,Google Ads,Dental Crown,Clinic A,6182.48,63831,3820,35
2025-06-02,Meta Ads,Teeth Whitening,Clinic A,4466.33,77180,4980,35
2025-06-02,Google Ads,General Dentistry,Clinic A,2240.78,23171,1133,15
2025-06-02,Google Ads,Dental Implant,Clinic B,5804.69,57643,2618,15
2025-06-02,Meta Ads,Invisalign,Clinic B,7765.76,80755,2696,27
2025-06-02,Meta Ads,Root Canal,Clinic B,4654.37,61576,2909,20
2025-06-02,Google Ads,Dental Crown,Clinic B,6327.78,75135,3213,31
2025-06-02,Meta Ads,Teeth Whitening,Clinic B,3695.99,42075,2209,32
2025-06-02,Google Ads,General Dentistry,Clinic B,3433.1,53146,1551,37
2025-06-02,Google Ads,Dental Implant,Clinic C,12177.04,114241,4316,44
2025-06-02,Google Ads,Invisalign,Clinic C,7795.04,101844,3216,14
2025-06-02,Meta Ads,Root Canal,Clinic C,9137.37,78451,2212,59
2025-06-02,Instagram,Dental Crown,Clinic C,4342.43,69181,1865,24
2025-06-02,Meta Ads,Teeth Whitening,Clinic C,2999.51,41824,2620,28
2025-06-02,Google Ads,General Dentistry,Clinic C,3581.4,38450,1798,39
2025-06-02,Instagram,Dental Implant,Clinic D,9326.47,162239,5780,32
2025-06-02,Meta Ads,Invisalign,Clinic D,9613.1,159133,5758,21
2025-06-02,Google Ads,Root Canal,Clinic D,6139.65,52871,1411,27
2025-06-02,Google Ads,Dental Crown,Clinic D,6200.7,82643,3506,38
2025-06-02,Google Ads,Teeth Whitening,Clinic D,4037.85,50455,1794,31
2025-06-02,Google Ads,General Dentistry,Clinic D,4245.52,63736,1759,45
2025-06-03,Instagram,Dental Implant,Clinic A,8767.19,129843,5711,35
2025-06-03,Google Ads,Invisalign,Clinic A,9819.06,95139,5537,26
2025-06-03,Google Ads,Root Canal,Clinic A,7094.23,119618,4654,37
2025-06-03,Instagram,Dental Crown,Clinic A,6394.88,65287,1841,36
2025-06-03,Meta Ads,Teeth Whitening,Clinic A,3202.87,51531,2647,27
2025-06-03,Meta Ads,General Dentistry,Clinic A,4534.81,78943,4353,52
2025-06-03,Google Ads,Dental Implant,Clinic B,9639.23,90444,3835,39
2025-06-03,Meta Ads,Invisalign,Clinic B,4397.03,62929,3231,7
2025-06-03,Meta Ads,Root Canal,Clinic B,7250.23,99630,2781,40
2025-06-03,Google Ads,Dental Crown,Clinic B,6679.07,102983,5024,36
2025-06-03,Instagram,Teeth Whitening,Clinic B,4234.58,36614,1117,33
2025-06-03,Instagram,General Dentistry,Clinic B,5799.23,96805,6037,59
2025-06-03,Google Ads,Dental Implant,Clinic C,10501.88,147040,4531,40
2025-06-03,Meta Ads,Invisalign,Clinic C,6472.76,97562,3279,15
2025-06-03,Meta Ads,Root Canal,Clinic C,7611.34,133531,7742,37
2025-06-03,Google Ads,Dental Crown,Clinic C,5452.04,92886,3813,26
2025-06-03,Google Ads,Teeth Whitening,Clinic C,3316.19,43086,1577,26
2025-06-03,Meta Ads,General Dentistry,Clinic C,4335.13,63019,4019,48
2025-06-03,Google Ads,Dental Implant,Clinic D,9713.94,85670,2923,31
2025-06-03,Instagram,Invisalign,Clinic D,7595.97,119747,3407,23
2025-06-03,Google Ads,Root Canal,Clinic D,3652.52,50755,2667,17
2025-06-03,Meta Ads,Dental Crown,Clinic D,4621.92,70808,2645,24
2025-06-03,Google Ads,Teeth Whitening,Clinic D,3147.24,31614,1759,35
2025-06-03,Meta Ads,General Dentistry,Clinic D,4482.25,37501,1713,46
2025-06-04,Google Ads,Dental Implant,Clinic A,8763.91,119045,4663,29
2025-06-04,Meta Ads,Invisalign,Clinic A,7346.94,100924,2665,13
2025-06-04,Meta Ads,Root Canal,Clinic A,6961.93,64385,2474,28
2025-06-04,Meta Ads,Dental Crown,Clinic A,3945.47,47925,2194,22
2025-06-04,Google Ads,Teeth Whitening,Clinic A,2617.16,45020,1609,25
2025-06-04,Meta Ads,General Dentistry,Clinic A,5907.1,100524,5922,62
2025-06-04,Google Ads,Dental Implant,Clinic B,9403.78,163000,8164,23
2025-06-04,Meta Ads,Invisalign,Clinic B,4537.27,48783,2208,11
2025-06-04,Google Ads,Root Canal,Clinic B,5743.61,94963,3802,25
2025-06-04,Google Ads,Dental Crown,Clinic B,4604.99,51591,2533,26
2025-06-04,Google Ads,Teeth Whitening,Clinic B,2692.9,36157,1926,27
2025-06-04,Meta Ads,General Dentistry,Clinic B,4995.21,46810,3022,52
2025-06-04,Meta Ads,Dental Implant,Clinic C,9506.03,120726,5084,29
2025-06-04,Meta Ads,Invisalign,Clinic C,11260.36,137961,6792,36
2025-06-04,Meta Ads,Root Canal,Clinic C,5903.21,62314,3481,22
2025-06-04,Meta Ads,Dental Crown,Clinic C,5536.64,45406,1482,34
2025-06-04,Google Ads,Teeth Whitening,Clinic C,3617.93,61436,3349,26
2025-06-04,Google Ads,General Dentistry,Clinic C,4041.65,32585,1368,39
2025-06-04,Meta Ads,Dental Implant,Clinic D,8664.2,84931,3011,33
2025-06-04,Google Ads,Invisalign,Clinic D,8856.53,145301,3740,33
2025-06-04,Instagram,Root Canal,Clinic D,6654.32,101239,4455,32
2025-06-04,Google Ads,Dental Crown,Clinic D,6221.88,59004,3362,40
2025-06-04,Meta Ads,Teeth Whitening,Clinic D,3451.62,41191,1791,27
2025-06-04,Google Ads,General Dentistry,Clinic D,3057.09,38813,1124,31
2025-06-05,Google Ads,Dental Implant,Clinic A,8053.22,106301,4232,29
2025-06-05,Google Ads,Invisalign,Clinic A,7935.68,104497,4531,27
2025-06-05,Google Ads,Root Canal,Clinic A,6169.05,66716,3433,32
2025-06-05,Google Ads,Dental Crown,Clinic A,4937.36,51900,2752,26
2025-06-05,Meta Ads,Teeth Whitening,Clinic A,3456.04,60246,2260,29
2025-06-05,Google Ads,General Dentistry,Clinic A,2278.34,23227,791,27
2025-06-05,Meta Ads,Dental Implant,Clinic B,9660.12,84344,3926,25
2025-06-05,Google Ads,Invisalign,Clinic B,6721.04,65763,3801,11
2025-06-05,Instagram,Root Canal,Clinic B,6982.79,94154,3610,38
2025-06-05,Google Ads,Dental Crown,Clinic B,4663.12,46380,2241,21
