Lead_ID,Lead_Date,Patient_ID,Lead_Source,Campaign,Clinic,Lead_Status,First_Response_Minutes,Appointment_Booked,Appointment_Date
L04581,26-06-2025,,Facebook,Root Canal,Clinic D,Contacted - No Appointment,19,No,
L04582,11-10-2025,,Google Organic,Dental Crown,Clinic C,Contacted - No Appointment,10,No,
L04583,07-03-2025,,Referral,Teeth Whitening,Clinic C,Contacted - No Appointment,38,No,
L04584,06-12-2025,P04584,Google Organic,Dental Implant,Clinic C,Appointment Booked,49,Yes,10-12-2025
L04585,20-02-2025,,Google Ads,Dental Crown,Clinic A,Contacted - No Appointment,12,No,
L04586,12-05-2025,,Google Ads,General Dentistry,Clinic B,Contacted - No Appointment,25,No,
L04587,01-08-2025,P04587,Referral,Invisalign,Clinic D,Appointment Booked,9,Yes,13-08-2025
L04588,23-07-2025,,Facebook,General Dentistry,Clinic D,Contacted - No Appointment,24,No,
L04589,23-08-2025,,Referral,General Dentistry,Clinic D,Contacted - No Appointment,9,No,
L04590,02-10-2025,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,25,No,
L04591,10-05-2025,P04591,Referral,Teeth Whitening,Clinic A,Appointment Booked,27,Yes,19-05-2025
L04592,27-05-2025,,Referral,Invisalign,Clinic A,Not Contacted/Cold,55,No,
L04593,18-08-2025,,Instagram,Teeth Whitening,Clinic A,Contacted - No Appointment,6,No,
L04594,29-09-2025,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,26,No,
L04595,20-11-2025,P04595,Facebook,Invisalign,Clinic A,Appointment Booked,4,Yes,29-11-2025
L04596,17-03-2025,P04596,Referral,Teeth Whitening,Clinic B,Appointment Booked,18,Yes,30-03-2025
L04597,20-10-2025,,Referral,Teeth Whitening,Clinic C,Contacted - No Appointment,17,No,
L04598,21-12-2025,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,17,No,
L04599,21-09-2025,,Facebook,Dental Implant,Clinic C,Contacted - No Appointment,5,No,
L04600,28-05-2025,P04600,Google Organic,Dental Implant,Clinic D,Appointment Booked,18,Yes,01-06-2025
L04601,20-11-2025,P04601,Instagram,Dental Crown,Clinic A,Appointment Booked,18,Yes,21-11-2025
L04602,02-10-2025,,Google Organic,General Dentistry,Clinic A,Contacted - No Appointment,2,No,
L04603,18-08-2025,,Google Organic,General Dentistry,Clinic C,Contacted - No Appointment,3,No,
L04604,02-02-2025,,Referral,Root Canal,Clinic B,Contacted - No Appointment,21,No,
L04605,30-09-2025,P04605,Google Ads,Root Canal,Clinic A,Appointment Booked,36,Yes,12-10-2025
L04606,08-05-2025,,Google Ads,Invisalign,Clinic B,Contacted - No Appointment,21,No,
L04607,31-05-2025,,Google Ads,Dental Implant,Clinic B,Contacted - No Appointment,22,No,
L04608,14-10-2025,P04608,Referral,Root Canal,Clinic C,Appointment Booked,11,Yes,19-10-2025
L04609,25-06-2025,,Facebook,Root Canal,Clinic B,Contacted - No Appointment,17,No,
L04610,28-02-2025,P04610,Google Ads,Root Canal,Clinic C,Appointment Booked,5,Yes,06-03-2025
L04611,27-04-2025,,Facebook,General Dentistry,Clinic C,Contacted - No Appointment,26,No,
L04612,30-08-2025,P04612,Facebook,Dental Crown,Clinic B,Appointment Booked,9,Yes,09-09-2025
L04613,14-11-2025,,Google Organic,Dental Crown,Clinic A,Contacted - No Appointment,6,No,
L04614,22-11-2025,P04614,Google Organic,Dental Implant,Clinic A,Appointment Booked,18,Yes,01-12-2025
L04615,14-04-2025,P04615,Google Organic,General Dentistry,Clinic B,Appointment Booked,38,Yes,23-04-2025
L04616,03-03-2025,P04616,Google Ads,Teeth Whitening,Clinic C,Appointment Booked,21,Yes,17-03-2025
L04617,31-07-2025,,Referral,General Dentistry,Clinic D,Contacted - No Appointment,38,No,
L04618,13-08-2025,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,13,No,
L04619,27-07-2025,P04619,Instagram,Root Canal,Clinic A,Appointment Booked,22,Yes,04-08-2025
L04620,16-06-2025,P04620,Google Ads,Root Canal,Clinic C,Appointment Booked,15,Yes,21-06-2025
L04621,26-02-2025,,Google Ads,Invisalign,Clinic C,Contacted - No Appointment,29,No,
L04622,24-03-2025,,Google Ads,Dental Crown,Clinic B,Contacted - No Appointment,24,No,
L04623,11-01-2025,,Instagram,General Dentistry,Clinic C,Contacted - No Appointment,10,No,
L04624,22-09-2025,,Instagram,Dental Implant,Clinic B,Not Contacted/Cold,57,No,
L04625,29-06-2025,P04625,Google Ads,Dental Implant,Clinic C,Appointment Booked,6,Yes,06-07-2025
L04626,06-11-2025,,Google Ads,Teeth Whitening,Clinic C,Contacted - No Appointment,20,No,
L04627,01-10-2025,,Referral,Invisalign,Clinic A,Contacted - No Appointment,9,No,
L04628,08-12-2025,P04628,Google Ads,Dental Crown,Clinic C,Appointment Booked,18,Yes,11-12-2025
L04629,21-06-2025,,Google Ads,Dental Crown,Clinic A,Contacted - No Appointment,8,No,
L04630,22-06-2025,,Facebook,Invisalign,Clinic A,Contacted - No Appointment,18,No,
L04631,26-01-2025,,Google Organic,Teeth Whitening,Clinic D,Contacted - No Appointment,21,No,
L04632,26-10-2025,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,28,No,
L04633,31-07-2025,P04633,Referral,General Dentistry,Clinic A,Appointment Booked,4,Yes,10-08-2025
L04634,13-08-2025,,Facebook,Teeth Whitening,Clinic B,Contacted - No Appointment,12,No,
L04635,20-01-2025,,Facebook,General Dentistry,Clinic A,Contacted - No Appointment,31,No,
L04636,19-02-2025,P04636,Google Ads,Dental Implant,Clinic B,Appointment Booked,24,Yes,05-03-2025
L04637,04-12-2025,,Google Organic,Invisalign,Clinic D,Not Contacted/Cold,75,No,
L04638,16-07-2025,,Google Ads,Dental Implant,Clinic D,Contacted - No Appointment,12,No,
L04639,04-02-2025,,Instagram,Root Canal,Clinic C,Not Contacted/Cold,58,No,
L04640,01-03-2025,P04640,Google Ads,General Dentistry,Clinic B,Appointment Booked,30,Yes,15-03-2025
L04641,03-06-2025,,Facebook,Root Canal,Clinic C,Contacted - No Appointment,42,No,
L04642,18-12-2025,P04642,Referral,General Dentistry,Clinic B,Appointment Booked,10,Yes,21-12-2025
L04643,09-06-2025,,Google Organic,Invisalign,Clinic D,Contacted - No Appointment,24,No,
L04644,24-09-2025,,Google Ads,Invisalign,Clinic D,Contacted - No Appointment,21,No,
L04645,18-06-2025,,Instagram,General Dentistry,Clinic C,Contacted - No Appointment,13,No,
L04646,05-04-2025,P04646,Instagram,Root Canal,Clinic B,Appointment Booked,38,Yes,12-04-2025
L04647,17-04-2025,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,17,No,
L04648,23-09-2025,P04648,Facebook,Invisalign,Clinic A,Appointment Booked,30,Yes,03-10-2025
L04649,19-05-2025,,Google Ads,General Dentistry,Clinic D,Contacted - No Appointment,6,No,
L04650,01-12-2025,P04650,Facebook,Dental Crown,Clinic B,Appointment Booked,22,Yes,04-12-2025
L04651,08-10-2025,,Google Organic,Teeth Whitening,Clinic B,Contacted - No Appointment,32,No,
L04652,02-07-2025,P04652,Google Ads,Dental Implant,Clinic B,Appointment Booked,11,Yes,05-07-2025
L04653,13-03-2025,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,17,No,
L04654,02-05-2025,P04654,Google Ads,General Dentistry,Clinic A,Appointment Booked,18,Yes,14-05-2025
L04655,01-06-2025,,Referral,General Dentistry,Clinic D,Contacted - No Appointment,18,No,
L04656,13-09-2025,,Google Organic,Dental Implant,Clinic D,Contacted - No Appointment,8,No,
L04657,23-02-2025,,Google Ads,Invisalign,Clinic D,Contacted - No Appointment,33,No,
L04658,26-04-2025,P04658,Facebook,Root Canal,Clinic B,Appointment Booked,14,Yes,04-05-2025
L04659,18-10-2025,P04659,Google Ads,Dental Implant,Clinic A,Appointment Booked,28,Yes,29-10-2025
L04660,14-04-2025,,Instagram,Teeth Whitening,Clinic B,Contacted - No Appointment,20,No,
L04661,09-06-2025,,Facebook,Invisalign,Clinic B,Contacted - No Appointment,9,No,
L04662,22-11-2025,,Referral,Invisalign,Clinic A,Contacted - No Appointment,23,No,
L04663,12-02-2025,,Google Ads,Dental Crown,Clinic C,Contacted - No Appointment,11,No,
L04664,18-01-2025,,Instagram,Root Canal,Clinic B,Contacted - No Appointment,14,No,
L04665,08-07-2025,P04665,Google Organic,Teeth Whitening,Clinic D,Appointment Booked,4,Yes,10-07-2025
L04666,28-03-2025,,Google Organic,General Dentistry,Clinic A,Contacted - No Appointment,32,No,
L04667,11-09-2025,P04667,Facebook,Dental Implant,Clinic C,Appointment Booked,6,Yes,20-09-2025
L04668,08-08-2025,,Google Organic,Teeth Whitening,Clinic D,Contacted - No Appointment,33,No,
L04669,07-12-2025,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,17,No,
L04670,18-08-2025,,Facebook,Root Canal,Clinic D,Contacted - No Appointment,20,No,
L04671,27-07-2025,P04671,Referral,Dental Implant,Clinic C,Appointment Booked,13,Yes,05-08-2025
L04672,19-05-2025,,Referral,Dental Implant,Clinic D,Contacted - No Appointment,6,No,
L04673,05-10-2025,,Google Organic,Invisalign,Clinic B,Contacted - No Appointment,40,No,
L04674,17-01-2025,P04674,Facebook,Invisalign,Clinic B,Appointment Booked,10,Yes,29-01-2025
L04675,17-12-2025,P04675,Google Organic,General Dentistry,Clinic A,Appointment Booked,47,Yes,24-12-2025
L04676,14-08-2025,,Google Ads,Teeth Whitening,Clinic A,Not Contacted/Cold,55,No,
L04677,05-12-2025,P04677,Google Ads,General Dentistry,Clinic A,Appointment Booked,27,Yes,17-12-2025
L04678,05-01-2025,,Instagram,Dental Crown,Clinic A,Contacted - No Appointment,16,No,
L04679,11-01-2025,,Google Ads,Invisalign,Clinic B,Contacted - No Appointment,6,No,
L04680,18-07-2025,P04680,Referral,Invisalign,Clinic A,Appointment Booked,30,Yes,20-07-2025
L04681,05-07-2025,P04681,Facebook,Invisalign,Clinic A,Appointment Booked,40,Yes,15-07-2025
L04682,05-07-2025,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,19,No,
L04683,28-07-2025,P04683,Google Organic,Dental Crown,Clinic A,Appointment Booked,18,Yes,02-08-2025
L04684,22-06-2025,P04684,Google Organic,Root Canal,Clinic C,Appointment Booked,25,Yes,27-06-2025
L04685,21-08-2025,P04685,Facebook,Root Canal,Clinic A,Appointment Booked,11,Yes,28-08-2025
L04686,07-01-2025,P04686,Google Ads,Dental Implant,Clinic D,Appointment Booked,4,Yes,17-01-2025
L04687,24-05-2025,P04687,Google Organic,Dental Implant,Clinic D,Appointment Booked,22,Yes,07-06-2025
L04688,13-12-2025,P04688,Facebook,Invisalign,Clinic C,Appointment Booked,5,Yes,15-12-2025
L04689,13-12-2025,,Google Ads,Dental Implant,Clinic C,Contacted - No Appointment,17,No,
L04690,05-11-2025,,Instagram,Teeth Whitening,Clinic A,Contacted - No Appointment,11,No,
L04691,10-07-2025,,Google Ads,Dental Implant,Clinic D,Contacted - No Appointment,14,No,
L04692,27-07-2025,,Referral,Teeth Whitening,Clinic D,Contacted - No Appointment,15,No,
L04693,22-05-2025,,Instagram,Root Canal,Clinic D,Contacted - No Appointment,26,No,
L04694,08-03-2025,,Referral,Dental Implant,Clinic C,Contacted - No Appointment,12,No,
L04695,24-10-2025,,Facebook,Teeth Whitening,Clinic B,Contacted - No Appointment,20,No,
L04696,25-12-2025,P04696,Referral,Dental Crown,Clinic D,Appointment Booked,7,Yes,29-12-2025
L04697,28-01-2025,P04697,Google Ads,Invisalign,Clinic B,Appointment Booked,9,Yes,03-02-2025
L04698,30-11-2025,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,27,No,
L04699,29-09-2025,P04699,Google Ads,Dental Implant,Clinic A,Appointment Booked,12,Yes,13-10-2025
L04700,09-06-2025,P04700,Facebook,Invisalign,Clinic D,Appointment Booked,8,Yes,12-06-2025
L04701,05-04-2025,,Google Ads,Teeth Whitening,Clinic A,Contacted - No Appointment,20,No,
L04702,26-05-2025,,Facebook,Teeth Whitening,Clinic A,Contacted - No Appointment,17,No,
L04703,14-09-2025,P04703,Facebook,Invisalign,Clinic C,Appointment Booked,44,Yes,21-09-2025
L04704,15-07-2025,P04704,Facebook,Dental Implant,Clinic D,Appointment Booked,24,Yes,27-07-2025
L04705,26-08-2025,P04705,Instagram,General Dentistry,Clinic C,Appointment Booked,8,Yes,04-09-2025
L04706,30-04-2025,P04706,Google Ads,Invisalign,Clinic A,Appointment Booked,4,Yes,02-05-2025
L04707,07-06-2025,P04707,Google Organic,Invisalign,Clinic A,Appointment Booked,17,Yes,11-06-2025
L04708,24-03-2025,,Instagram,Root Canal,Clinic D,Contacted - No Appointment,32,No,
L04709,10-06-2025,,Referral,General Dentistry,Clinic D,Contacted - No Appointment,17,No,
L04710,19-03-2025,,Facebook,Dental Implant,Clinic D,Contacted - No Appointment,17,No,
L04711,03-05-2025,P04711,Referral,Teeth Whitening,Clinic B,Appointment Booked,6,Yes,17-05-2025
L04712,26-10-2025,P04712,Instagram,Dental Crown,Clinic D,Appointment Booked,11,Yes,03-11-2025
L04713,25-12-2025,,Referral,Root Canal,Clinic B,Contacted - No Appointment,3,No,
L04714,02-02-2025,P04714,Google Ads,Teeth Whitening,Clinic C,Appointment Booked,25,Yes,05-02-2025
L04715,28-10-2025,,Google Organic,General Dentistry,Clinic B,Contacted - No Appointment,22,No,
L04716,30-05-2025,P04716,Google Organic,Invisalign,Clinic B,Appointment Booked,18,Yes,07-06-2025
L04717,11-05-2025,P04717,Google Ads,Dental Implant,Clinic D,Appointment Booked,9,Yes,17-05-2025
L04718,19-05-2025,,Instagram,General Dentistry,Clinic C,Contacted - No Appointment,7,No,
L04719,21-03-2025,P04719,Google Organic,Dental Crown,Clinic B,Appointment Booked,21,Yes,22-03-2025
L04720,10-04-2025,,Instagram,Root Canal,Clinic A,Contacted - No Appointment,21,No,
L04721,13-08-2025,,Google Ads,Dental Crown,Clinic A,Contacted - No Appointment,29,No,
L04722,23-06-2025,,Google Organic,Teeth Whitening,Clinic C,Contacted - No Appointment,21,No,
L04723,26-08-2025,,Google Ads,Teeth Whitening,Clinic A,Contacted - No Appointment,27,No,
L04724,14-01-2025,,Google Organic,General Dentistry,Clinic A,Contacted - No Appointment,21,No,
L04725,12-01-2025,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,36,No,
L04726,20-12-2025,P04726,Google Ads,Invisalign,Clinic C,Appointment Booked,13,Yes,03-01-2026
L04727,16-07-2025,,Google Ads,Dental Crown,Clinic D,Contacted - No Appointment,21,No,
L04728,30-08-2025,,Instagram,Root Canal,Clinic B,Contacted - No Appointment,26,No,
L04729,08-09-2025,,Referral,Dental Crown,Clinic D,Contacted - No Appointment,18,No,
L04730,08-07-2025,P04730,Google Ads,Root Canal,Clinic D,Appointment Booked,2,Yes,18-07-2025
L04731,22-03-2025,,Google Ads,Dental Implant,Clinic D,Contacted - No Appointment,25,No,
L04732,06-05-2025,,Facebook,Root Canal,Clinic C,Contacted - No Appointment,11,No,
L04733,11-07-2025,P04733,Google Organic,Dental Crown,Clinic B,Appointment Booked,8,Yes,17-07-2025
L04734,22-12-2025,,Facebook,Teeth Whitening,Clinic D,Contacted - No Appointment,6,No,
L04735,29-12-2025,,Facebook,Root Canal,Clinic B,Contacted - No Appointment,29,No,
L04736,20-09-2025,P04736,Instagram,Dental Implant,Clinic A,Appointment Booked,19,Yes,28-09-2025
L04737,22-09-2025,P04737,Google Ads,Root Canal,Clinic B,Appointment Booked,7,Yes,05-10-2025
L04738,19-11-2025,,Facebook,Teeth Whitening,Clinic A,Contacted - No Appointment,8,No,
L04739,13-09-2025,,Facebook,Root Canal,Clinic D,Contacted - No Appointment,17,No,
L04740,03-08-2025,,Google Organic,Dental Crown,Clinic C,Contacted - No Appointment,7,No,
L04741,04-08-2025,P04741,Referral,Root Canal,Clinic C,Appointment Booked,19,Yes,12-08-2025
L04742,22-02-2025,P04742,Google Organic,Invisalign,Clinic C,Appointment Booked,33,Yes,02-03-2025
L04743,03-11-2025,P04743,Facebook,Teeth Whitening,Clinic B,Appointment Booked,37,Yes,14-11-2025
L04744,08-10-2025,,Facebook,Dental Implant,Clinic A,Contacted - No Appointment,29,No,
L04745,23-09-2025,P04745,Google Ads,Root Canal,Clinic C,Appointment Booked,45,Yes,04-10-2025
L04746,03-09-2025,,Google Organic,Invisalign,Clinic C,Contacted - No Appointment,20,No,
L04747,03-05-2025,,Instagram,Dental Implant,Clinic B,Not Contacted/Cold,60,No,
L04748,18-01-2025,P04748,Referral,Root Canal,Clinic D,Appointment Booked,53,Yes,01-02-2025
L04749,12-07-2025,P04749,Google Ads,Root Canal,Clinic A,Appointment Booked,21,Yes,25-07-2025
L04750,04-10-2025,,Google Organic,Teeth Whitening,Clinic A,Contacted - No Appointment,13,No,
L04751,26-04-2025,P04751,Google Organic,Teeth Whitening,Clinic A,Appointment Booked,14,Yes,05-05-2025
L04752,20-11-2025,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,4,No,
L04753,11-09-2025,,Instagram,Root Canal,Clinic D,Contacted - No Appointment,13,No,
L04754,23-06-2025,P04754,Referral,Dental Crown,Clinic D,Appointment Booked,5,Yes,06-07-2025
L04755,18-10-2025,,Referral,Dental Crown,Clinic B,Contacted - No Appointment,32,No,
L04756,27-10-2025,,Google Organic,Root Canal,Clinic C,Contacted - No Appointment,4,No,
L04757,05-01-2025,,Google Ads,Dental Crown,Clinic C,Contacted - No Appointment,25,No,
L04758,31-10-2025,P04758,Referral,General Dentistry,Clinic A,Appointment Booked,13,Yes,10-11-2025
L04759,21-11-2025,,Instagram,Invisalign,Clinic A,Contacted - No Appointment,31,No,
L04760,21-04-2025,P04760,Facebook,General Dentistry,Clinic D,Appointment Booked,14,Yes,26-04-2025
L04761,09-10-2025,,Google Ads,Dental Implant,Clinic C,Contacted - No Appointment,25,No,
L04762,20-06-2025,P04762,Google Ads,Invisalign,Clinic D,Appointment Booked,24,Yes,26-06-2025
L04763,13-06-2025,,Google Ads,Invisalign,Clinic B,Contacted - No Appointment,13,No,
L04764,22-03-2025,,Google Organic,Dental Crown,Clinic C,Contacted - No Appointment,21,No,
L04765,24-04-2025,,Google Ads,Dental Implant,Clinic A,Contacted - No Appointment,26,No,
L04766,12-08-2025,,Google Ads,General Dentistry,Clinic B,Contacted - No Appointment,31,No,
L04767,25-01-2025,,Facebook,General Dentistry,Clinic C,Contacted - No Appointment,3,No,
L04768,22-03-2025,P04768,Facebook,Dental Crown,Clinic B,Appointment Booked,5,Yes,23-03-2025
L04769,18-04-2025,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,27,No,
L04770,23-08-2025,,Google Ads,General Dentistry,Clinic B,Contacted - No Appointment,12,No,
L04771,30-07-2025,,Google Ads,General Dentistry,Clinic A,Contacted - No Appointment,19,No,
L04772,22-05-2025,P04772,Google Organic,Root Canal,Clinic C,Appointment Booked,3,Yes,31-05-2025
L04773,13-05-2025,,Google Ads,Teeth Whitening,Clinic B,Not Contacted/Cold,60,No,
L04774,02-02-2025,P04774,Instagram,Dental Crown,Clinic A,Appointment Booked,8,Yes,15-02-2025
L04775,11-06-2025,,Google Ads,Dental Crown,Clinic A,Contacted - No Appointment,22,No,
L04776,07-08-2025,P04776,Google Ads,Invisalign,Clinic A,Appointment Booked,9,Yes,17-08-2025
L04777,09-12-2025,,Facebook,Root Canal,Clinic C,Contacted - No Appointment,38,No,
L04778,06-03-2025,,Google Ads,Dental Implant,Clinic A,Contacted - No Appointment,31,No,
L04779,12-02-2025,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,34,No,
L04780,22-02-2025,P04780,Facebook,Dental Crown,Clinic A,Appointment Booked,25,Yes,01-03-2025
L04781,24-06-2025,P04781,Facebook,General Dentistry,Clinic A,Appointment Booked,29,Yes,08-07-2025
L04782,14-03-2025,P04782,Google Organic,General Dentistry,Clinic D,Appointment Booked,12,Yes,26-03-2025
L04783,10-09-2025,,Google Ads,Dental Crown,Clinic C,Contacted - No Appointment,40,No,
L04784,23-04-2025,P04784,Referral,Dental Crown,Clinic A,Appointment Booked,16,Yes,29-04-2025
L04785,22-03-2025,,Google Organic,Invisalign,Clinic D,Contacted - No Appointment,8,No,
L04786,19-12-2025,,Google Organic,Dental Crown,Clinic B,Contacted - No Appointment,16,No,
L04787,26-06-2025,,Facebook,Dental Implant,Clinic D,Contacted - No Appointment,14,No,
L04788,01-12-2025,,Google Organic,Invisalign,Clinic C,Contacted - No Appointment,17,No,
L04789,29-04-2025,,Google Ads,Dental Crown,Clinic C,Contacted - No Appointment,8,No,
L04790,02-05-2025,,Google Ads,Invisalign,Clinic D,Contacted - No Appointment,30,No,
L04791,10-04-2025,P04791,Google Ads,Dental Implant,Clinic A,Appointment Booked,10,Yes,13-04-2025
L04792,30-10-2025,P04792,Referral,General Dentistry,Clinic C,Appointment Booked,21,Yes,03-11-2025
L04793,09-04-2025,,Facebook,Invisalign,Clinic B,Contacted - No Appointment,24,No,
L04794,24-12-2025,,Referral,Dental Implant,Clinic A,Contacted - No Appointment,23,No,
L04795,12-12-2025,,Google Ads,Dental Implant,Clinic A,Contacted - No Appointment,25,No,
L04796,29-03-2025,P04796,Referral,Invisalign,Clinic A,Appointment Booked,8,Yes,30-03-2025
L04797,14-05-2025,P04797,Referral,Dental Implant,Clinic C,Appointment Booked,27,Yes,20-05-2025
L04798,13-04-2025,,Referral,Teeth Whitening,Clinic C,Contacted - No Appointment,7,No,
L04799,22-11-2025,,Facebook,Invisalign,Clinic C,Contacted - No Appointment,5,No,
L04800,26-06-2025,,Referral,Teeth Whitening,Clinic A,Contacted - No Appointment,18,No,
L04801,01-02-2025,P04801,Referral,Dental Implant,Clinic B,Appointment Booked,13,Yes,11-02-2025
L04802,02-11-2025,,Facebook,Root Canal,Clinic D,Contacted - No Appointment,26,No,
L04803,29-09-2025,,Facebook,Dental Crown,Clinic B,Contacted - No Appointment,40,No,
L04804,03-01-2025,P04804,Google Organic,Dental Crown,Clinic C,Appointment Booked,27,Yes,07-01-2025
L04805,16-07-2025,,Facebook,Dental Crown,Clinic D,Contacted - No Appointment,8,No,
L04806,26-03-2025,P04806,Google Organic,General Dentistry,Clinic D,Appointment Booked,9,Yes,05-04-2025
L04807,16-06-2025,,Google Ads,Invisalign,Clinic C,Contacted - No Appointment,9,No,
L04808,16-08-2025,,Facebook,Root Canal,Clinic D,Contacted - No Appointment,28,No,
L04809,09-05-2025,,Google Ads,General Dentistry,Clinic B,Contacted - No Appointment,17,No,
L04810,14-12-2025,P04810,Google Ads,Dental Implant,Clinic D,Appointment Booked,22,Yes,19-12-2025
L04811,09-08-2025,,Google Ads,Dental Implant,Clinic A,Contacted - No Appointment,7,No,
L04812,19-05-2025,,Google Organic,Invisalign,Clinic B,Contacted - No Appointment,22,No,
L04813,06-11-2025,,Google Ads,Dental Crown,Clinic A,Contacted - No Appointment,13,No,
L04814,09-01-2025,,Google Organic,Invisalign,Clinic D,Not Contacted/Cold,48,No,
L04815,17-10-2025,P04815,Google Organic,Invisalign,Clinic B,Appointment Booked,7,Yes,31-10-2025
L04816,20-07-2025,P04816,Facebook,Root Canal,Clinic A,Appointment Booked,6,Yes,31-07-2025
L04817,23-05-2025,P04817,Google Ads,Dental Crown,Clinic A,Appointment Booked,15,Yes,25-05-2025
L04818,25-11-2025,P04818,Google Ads,Invisalign,Clinic D,Appointment Booked,14,Yes,07-12-2025
L04819,21-06-2025,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,38,No,
L04820,13-07-2025,P04820,Google Ads,Dental Crown,Clinic C,Appointment Booked,12,Yes,14-07-2025
L04821,28-11-2025,,Facebook,General Dentistry,Clinic C,Not Contacted/Cold,59,No,
L04822,27-01-2025,,Referral,Dental Crown,Clinic B,Contacted - No Appointment,16,No,
L04823,15-11-2025,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,9,No,
L04824,28-02-2025,,Instagram,Root Canal,Clinic D,Contacted - No Appointment,13,No,
L04825,13-09-2025,,Referral,Invisalign,Clinic A,Contacted - No Appointment,26,No,
L04826,09-11-2025,,Referral,Root Canal,Clinic B,Contacted - No Appointment,24,No,
L04827,28-12-2025,P04827,Referral,Teeth Whitening,Clinic B,Appointment Booked,45,Yes,31-12-2025
L04828,15-04-2025,P04828,Google Organic,Root Canal,Clinic B,Appointment Booked,5,Yes,25-04-2025
L04829,27-01-2025,,Facebook,General Dentistry,Clinic B,Contacted - No Appointment,13,No,
L04830,01-05-2025,,Referral,General Dentistry,Clinic C,Not Contacted/Cold,77,No,
L04831,01-05-2025,,Referral,Dental Implant,Clinic A,Contacted - No Appointment,10,No,
L04832,06-04-2025,,Facebook,Dental Implant,Clinic C,Contacted - No Appointment,35,No,
L04833,03-07-2025,,Facebook,Dental Implant,Clinic A,Contacted - No Appointment,2,No,
L04834,07-11-2025,,Facebook,Root Canal,Clinic A,Contacted - No Appointment,10,No,
L04835,13-04-2025,P04835,Facebook,Dental Implant,Clinic A,Appointment Booked,24,Yes,20-04-2025
L04836,24-12-2025,,Google Ads,General Dentistry,Clinic D,Contacted - No Appointment,24,No,
L04837,31-03-2025,,Instagram,Dental Implant,Clinic B,Contacted - No Appointment,21,No,
L04838,12-10-2025,,Instagram,Invisalign,Clinic C,Contacted - No Appointment,23,No,
L04839,18-01-2025,,Facebook,Invisalign,Clinic C,Contacted - No Appointment,35,No,
L04840,18-10-2025,P04840,Google Ads,General Dentistry,Clinic C,Appointment Booked,17,Yes,24-10-2025
L04841,21-02-2025,,Google Organic,Dental Crown,Clinic B,Contacted - No Appointment,44,No,
L04842,03-06-2025,,Google Ads,General Dentistry,Clinic B,Contacted - No Appointment,18,No,
L04843,20-07-2025,P04843,Google Ads,General Dentistry,Clinic B,Appointment Booked,17,Yes,02-08-2025
L04844,10-02-2025,,Instagram,Root Canal,Clinic C,Contacted - No Appointment,4,No,
L04845,25-02-2025,,Facebook,Invisalign,Clinic B,Contacted - No Appointment,39,No,
L04846,14-03-2025,,Google Ads,Invisalign,Clinic D,Contacted - No Appointment,5,No,
L04847,01-08-2025,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,32,No,
L04848,26-05-2025,P04848,Google Organic,Teeth Whitening,Clinic A,Appointment Booked,27,Yes,31-05-2025
L04849,22-05-2025,,Instagram,Dental Implant,Clinic A,Contacted - No Appointment,43,No,
L04850,22-04-2025,P04850,Facebook,Dental Implant,Clinic C,Appointment Booked,3,Yes,24-04-2025
L04851,30-05-2025,,Google Ads,Dental Crown,Clinic B,Not Contacted/Cold,49,No,
L04852,14-01-2025,,Instagram,Dental Crown,Clinic A,Contacted - No Appointment,13,No,
L04853,21-04-2025,P04853,Referral,Dental Crown,Clinic D,Appointment Booked,11,Yes,25-04-2025
L04854,11-11-2025,,Instagram,Root Canal,Clinic A,Contacted - No Appointment,7,No,
L04855,19-12-2025,P04855,Google Organic,Teeth Whitening,Clinic D,Appointment Booked,15,Yes,02-01-2026
L04856,15-02-2025,,Facebook,Root Canal,Clinic C,Contacted - No Appointment,21,No,
L04857,07-10-2025,,Google Organic,Dental Implant,Clinic D,Contacted - No Appointment,25,No,
L04858,09-02-2025,,Referral,Teeth Whitening,Clinic A,Contacted - No Appointment,12,No,
L04859,14-08-2025,P04859,Google Organic,General Dentistry,Clinic A,Appointment Booked,10,Yes,27-08-2025
L04860,18-05-2025,P04860,Referral,Dental Implant,Clinic C,Appointment Booked,52,Yes,31-05-2025
L04861,22-04-2025,P04861,Facebook,Root Canal,Clinic A,Appointment Booked,21,Yes,25-04-2025
L04862,16-05-2025,P04862,Referral,Root Canal,Clinic B,Appointment Booked,25,Yes,21-05-2025
